45.91899037361145
         121232705 function calls (108095604 primitive calls) in 60.957 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 numpy.py:447(<dictcomp>)
       18    0.000    0.000    0.000    0.000 {built-in method sys.setdlopenflags}
        1    0.000    0.000    0.000    0.000 misc.py:13(FrozenBatchNorm2d)
        1    0.000    0.000    0.000    0.000 iterable_dataset.py:306(HorizontallyConcatenatedMultiSourcesExamplesIterable)
        1    0.000    0.000    0.000    0.000 numeric.py:225(NumericArray)
        1    0.000    0.000    0.000    0.000 dense.py:24(DenseMatrix)
        1    0.000    0.000    0.000    0.000 :1(TraceRequestRedirectParamsAttributes)
        1    0.000    0.000    0.000    0.000 production.py:131(LambdaProduction)
        1    0.000    0.000    0.000    0.000 arrow_reader.py:308(ArrowReader)
        5    0.000    0.000    0.000    0.000 ctx_iv.py:244(_binary_op)
       10    0.000    0.000    0.000    0.000 _docstring.py:33(__init__)
        1    0.000    0.000    0.000    0.000 cookies.py:176(RequestsCookieJar)
        1    0.000    0.000    0.000    0.000 common.py:2946(_MinimalMatrix)
        1    0.000    0.000    0.000    0.000 _pyio.py:2058(_configure)
        1    0.000    0.000    0.000    0.000 gradient_accumulation_scheduler.py:35(GradientAccumulationScheduler)
       10    0.000    0.000    0.000    0.000 _strptime.py:210(<genexpr>)
        1    0.000    0.000    0.000    0.000 rnnt_pipeline.py:80(_ModuleFeatureExtractor)
        7    0.000    0.000    0.000    0.000 python.py:929(__getattr__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8541(semicircular_gen)
        1    0.000    0.000    0.000    0.000 six.py:493(Module_six_moves_urllib)
       15    0.000    0.000    0.000    0.000 symbolic_opset10.py:64(_apply_params)
        1    0.000    0.000    0.000    0.000 _internal.py:249(_ctypes)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2532(invwishart_gen)
        1    0.000    0.000    0.000    0.000 text.py:1457(_AnnotationBase)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3839(gompertz_gen)
        1    0.000    0.000    0.000    0.000 transforms.py:60(IntegralTransform)
        1    0.000    0.000    0.000    0.000 monkey.py:100(_patch_distribution_metadata)
        1    0.000    0.000    0.000    0.000 _metadata_requests.py:1095(_MetadataRequester)
        1    0.000    0.000    0.000    0.000 more.py:2816(run_length)
        1    0.000    0.000    0.000    0.000 __init__.py:1089(QUInt4x2Storage)
        1    0.000    0.000    0.000    0.000 _lambertw.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inception.py:243(InceptionC)
        1    0.000    0.000    0.000    0.000 :1(PairAttributes)
       12    0.000    0.000    0.000    0.000 case.py:425(addTypeEqualityFunc)
        1    0.000    0.000    0.000    0.000 production.py:170(VariableProduction)
       10    0.000    0.000    0.000    0.000 streaming_download_manager.py:75(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method now}
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:10298(gennorm_gen)
        1    0.000    0.000    0.000    0.000 local.py:286(LocalFileOpener)
        1    0.000    0.000    0.000    0.000 functional_modules.py:9(FloatFunctional)
        2    0.000    0.000    0.000    0.000 context.py:251(on_interrupt)
        1    0.000    0.000    0.000    0.000 Image.py:3389(register_open)
        1    0.000    0.000    0.000    0.000 conv.py:277(ConvTranspose3d)
        1    0.000    0.000    0.000    0.000 adadelta.py:12(Adadelta)
        1    0.000    0.000    0.000    0.000 ticker.py:1476(PercentFormatter)
        1    0.000    0.000    0.000    0.000 handler.py:7(Handler)
        1    0.000    0.000    0.000    0.000 ticker.py:1586(Locator)
        2    0.000    0.000    0.000    0.000 _pyio.py:1742(tell)
        1    0.000    0.000    0.000    0.000 sql.py:863(SQLTable)
        1    0.000    0.000    0.000    0.000 rnn.py:135(_LSTMSingleLayer)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:264(nbinom_gen)
        9    0.000    0.000    0.000    0.000 config.py:897(is_nonnegative_int)
        1    0.000    0.000    0.000    0.000 __init__.py:851(PythonHandler)
        1    0.000    0.000    0.000    0.000 subprocess.py:361(_text_encoding)
        1    0.000    0.000    0.000    0.000 _strptime.py:170(TimeRE)
        1    0.000    0.000    0.000    0.000 profiler_util.py:385(FunctionEvent)
        1    0.000    0.000    0.000    0.000 search.py:52(BatchedNearestExamplesResults)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5080(invweibull_gen)
        1    0.000    0.000    0.000    0.000 xla.py:31(XLACheckpointIO)
        1    0.000    0.000    0.000    0.000 locks.py:24(Lock)
        1    0.000    0.000    0.000    0.000 fglmtools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unix_events.py:602(_UnixWritePipeTransport)
       13    0.000    0.000    0.000    0.000 _deprecation.py:8(deprecated)
        1    0.000    0.000    0.000    0.000 runner.py:14(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 _compat.py:42(get_first_param_type)
       42    0.000    0.000    0.000    0.000 __init__.py:535(<lambda>)
        1    0.000    0.000    0.000    0.000 backend_managers.py:32(ToolManager)
        3    0.000    0.000    0.000    0.000 _parser.py:13(Node)
        1    0.000    0.000    0.000    0.000 fancysets.py:165(Integers)
        1    0.000    0.000    0.000    0.000 ImageFont.py:185(FreeTypeFont)
        1    0.000    0.000    0.000    0.000 argparse.py:1715(ArgumentParser)
        1    0.000    0.000    0.000    0.000 core.py:6540(MaskedConstant)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:842(betaprime_gen)
        1    0.000    0.000    0.000    0.000 deform_conv.py:110(DeformConv2d)
        1    0.000    0.000    0.000    0.000 accessor.py:19(DirNamesMixin)
        1    0.000    0.000    0.000    0.000 lfs.py:51(UploadInfo)
        1    0.000    0.000    0.000    0.000 fetchers.py:85(_PrefetchDataFetcher)
        3    0.000    0.000    0.000    0.000 _header_value_parser.py:876(__new__)
        1    0.000    0.000    0.000    0.000 numbers.py:55(carmichael)
        1    0.000    0.000    0.000    0.000 ssd.py:58(SSDHead)
        1    0.000    0.000    0.000    0.000 more.py:1888(numeric_range)
        1    0.000    0.000    0.000    0.000 stackplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _box_convert.py:1(<module>)
        1    0.000    0.000    0.000    0.000 channelshuffle.py:8(ChannelShuffle)
        2    0.000    0.000    0.000    0.000 pool.py:57(RemoteTraceback)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:239(iTXt)
        1    0.000    0.000    0.000    0.000 file_structure_representation.py:9(Directory)
        2    0.000    0.000    0.000    0.000 Image.py:3439(register_extension)
        1    0.000    0.000    0.000    0.000 selectn.py:43(SelectN)
        1    0.000    0.000    0.000    0.000 __init__.py:1039(ComplexDoubleStorage)
        1    0.000    0.000    0.000    0.000 resource_sharer.py:61(_ResourceSharer)
        1    0.000    0.000    0.000    0.000 :1(TraceRequestChunkSentParamsAttributes)
        1    0.000    0.000    0.000    0.000 _utils.py:10(_SimpleSegmentationModel)
        2    0.000    0.000    0.000    0.000 textwrap.py:112(__init__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6257(maxwell_gen)
        1    0.000    0.000    0.000    0.000 zipfile.py:2226(CompleteDirs)
       18    0.000    0.000    0.000    0.000 {method 'to_bytes' of 'int' objects}
        1    0.000    0.000    0.000    0.000 _interpolate.py:1481(BPoly)
        1    0.000    0.000    0.000    0.000 utils.py:2004(suppress_warnings)
        1    0.000    0.000    0.000    0.000 axis3d.py:604(ZAxis)
        1    0.000    0.000    0.000    0.000 _functions.py:10(Broadcast)
        1    0.000    0.000    0.000    0.000 interact.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rmsprop.py:11(RMSprop)
        1    0.000    0.000    0.000    0.000 nadam.py:10(NAdam)
        3    0.000    0.000    0.000    0.000 _api.py:94(url)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 log_normal.py:8(LogNormal)
        1    0.000    0.000    0.000    0.000 fakedata.py:9(FakeData)
        1    0.000    0.000    0.000    0.000 conv.py:588(_ConvTransposeNd)
        1    0.000    0.000    0.000    0.000 stata.py:3240(StataWriter117)
        1    0.000    0.000    0.000    0.000 lazy.py:10(_LazyProtocol)
        1    0.000    0.000    0.000    0.000 folder_based_builder.py:36(FolderBasedBuilderConfig)
        1    0.000    0.000    0.000    0.000 annotator.py:19(FunctionSSAAnnotator)
        1    0.000    0.000    0.000    0.000 connectionpool.py:68(ConnectionPool)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:10455(crystalball_gen)
        1    0.000    0.000    0.000    0.000 functional_modules.py:82(FXFloatFunctional)
       10    0.000    0.000    0.000    0.000 rcsetup.py:374(validate_fontweight)
        1    0.000    0.000    0.000    0.000 transforms.py:1098(StackTransform)
        1    0.000    0.000    0.000    0.000 __init__.py:71(MkldnnModule)
        1    0.000    0.000    0.000    0.000 impl.py:143(_Tacotron2Mixin)
        4    0.000    0.000    0.000    0.000 basic.py:2021(<genexpr>)
        1    0.000    0.000    0.000    0.000 transforms.py:41(Transform)
        1    0.000    0.000    0.000    0.000 _namedtensor_internals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bessel.py:1822(airybiprime)
        1    0.000    0.000    0.000    0.000 multiprocessing.py:148(_GlobalStateSnapshot)
        1    0.000    0.000    0.000    0.000 timing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 voc.py:164(VOCDetection)
        1    0.000    0.000    0.000    0.000 reduction.py:33(ForkingPickler)
        1    0.000    0.000    0.000    0.000 polynomials.py:773(legendre)
        1    0.000    0.000    0.000    0.000 _multivariate.py:942(matrix_normal_gen)
        1    0.000    0.000    0.000    0.000 transforms.py:2702(AffineDeltaTransform)
        1    0.000    0.000    0.000    0.000 fields.py:153(RequestField)
        1    0.000    0.000    0.000    0.000 arrow_writer.py:605(BeamWriter)
        1    0.000    0.000    0.000    0.000 filesystem.py:246(__init__)
        6    0.000    0.000    0.000    0.000 __init__.py:428(__init__)
        1    0.000    0.000    0.000    0.000 polyoptions.py:381(Composite)
        7    0.000    0.000    0.000    0.000 __init__.py:101(CFunctionType)
        1    0.000    0.000    0.000    0.000 common.py:3143(__new__)
        1    0.000    0.000    0.000    0.000 streams.py:12(Stream)
        1    0.000    0.000    0.000    0.000 __init__.py:1055(ABSLLogger)
        1    0.000    0.000    0.000    0.000 numbers.py:1332(genocchi)
        1    0.000    0.000    0.000    0.000 csv_logs.py:192(_ExperimentWriter)
        1    0.000    0.000    0.000    0.000 __init__.py:207(__enter__)
        1    0.000    0.000    0.000    0.000 colors.py:1112(ListedColormap)
        3    0.000    0.000    0.000    0.000 __init__.py:43(private_class)
        1    0.000    0.000    0.000    0.000 _infra.py:55(Rule)
        1    0.000    0.000    0.000    0.000 type_signature.py:184(VariableTypeSignature)
        1    0.000    0.000    0.000    0.000 resnet.py:37(QuantizableBasicBlock)
        1    0.000    0.000    0.000    0.000 linear.py:15(Linear)
        1    0.000    0.000    0.000    0.000 parsed_ast.py:496(AbstractionCallAST)
        1    0.000    0.000    0.000    0.000 python.py:524(Module)
        1    0.000    0.000    0.000    0.000 join.py:88(_JoinConfig)
        1    0.000    0.000    0.000    0.000 modulefinder.py:114(ModuleFinder)
        1    0.000    0.000    0.000    0.000 ImagePalette.py:24(ImagePalette)
        1    0.000    0.000    0.000    0.000 observer.py:124(ObserverBase)
        1    0.000    0.000    0.000    0.000 gammazeta.py:394(bernoulli_size)
        1    0.000    0.000    0.000    0.000 _utils.py:93(BasicEvaluation)
        1    0.000    0.000    0.000    0.000 rcsetup.py:131(_validate_date)
        1    0.000    0.000    0.000    0.000 _functions.py:52(Gather)
        1    0.000    0.000    0.000    0.000 transforms.py:2458(CompositeAffine2D)
        1    0.000    0.000    0.000    0.000 fetchers.py:186(_DataFetcherWrapper)
        1    0.000    0.000    0.000    0.000 numpy.py:312(<dictcomp>)
        4    0.000    0.000    0.000    0.000 registration.py:175(add_custom)
        1    0.000    0.000    0.000    0.000 prune.py:12(BasePruningMethod)
        1    0.000    0.000    0.000    0.000 linear.py:134(Bilinear)
        1    0.000    0.000    0.000    0.000 matrices.py:99(MatrixDeterminant)
        1    0.000    0.000    0.000    0.000 _typing.py:7(RingElement)
        1    0.000    0.000    0.000    0.000 dataframes.py:60(Capture)
        2    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        1    0.000    0.000    0.000    0.000 display.py:17(detect_console_encoding)
        1    0.000    0.000    0.000    0.000 transforms.py:964(FourierTypeTransform)
        1    0.000    0.000    0.000    0.000 elliptic_integrals.py:13(elliptic_k)
        1    0.000    0.000    0.000    0.000 complexes.py:265(sign)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1034(randint_gen)
        1    0.000    0.000    0.000    0.000 creation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 conv_relu.py:69(ConvReLU2d)
        1    0.000    0.000    0.000    0.000 _index.py:25(IndexMixin)
        1    0.000    0.000    0.000    0.000 abstraction_handler.py:8(AbstractionHandler)
        1    0.000    0.000    0.000    0.000 pooling.py:874(_LPPoolNd)
        1    0.000    0.000    0.000    0.000 community.py:18(Discussion)
        4    0.000    0.000    0.000    0.000 outcomes.py:103(_with_exception)
        1    0.000    0.000    0.000    0.000 ctx_mp_python.py:583(PythonMPContext)
        1    0.000    0.000    0.000    0.000 numbers.py:3821(NumberSymbol)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7496(lomax_gen)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:54(_get_platform_and_machine)
        2    0.000    0.000    0.000    0.000 libmpf.py:884(python_mpf_mul)
        1    0.000    0.000    0.000    0.000 figure.py:73(_AxesStack)
        1    0.000    0.000    0.000    0.000 throughput.py:33(Throughput)
        1    0.000    0.000    0.000    0.000 cookiejar.py:92(<listcomp>)
       29    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 random.py:235(_randbelow_with_getrandbits)
       10    0.000    0.000    0.000    0.000 _decorators.py:316(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:949(DoubleStorage)
        1    0.000    0.000    0.000    0.000 _argument_parser.py:524(BaseListParser)
        1    0.000    0.000    0.000    0.000 abc.py:35(AbstractRouter)
        1    0.000    0.000    0.000    0.000 _make.py:681(_ClassBuilder)
        1    0.000    0.000    0.000    0.000 _triangulation.py:8(Triangulation)
