45.91899037361145
         121232705 function calls (108095604 primitive calls) in 60.957 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 filelock.py:131(BaseFileLock)
        1    0.000    0.000    0.000    0.000 _shgo.py:485(SHGO)
        1    0.000    0.000    0.000    0.000 _trace.py:1202(TopLevelTracedModule)
        1    0.000    0.000    0.000    0.000 weibull.py:11(Weibull)
       16    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        1    0.000    0.000    0.000    0.000 _matfuncs.py:170(MatrixPowerOperator)
       21    0.000    0.000    0.000    0.000 core.py:3780(recurse)
       30    0.000    0.000    0.000    0.000 core.py:4278(<genexpr>)
        2    0.000    0.000    0.000    0.000 scale.py:694(get_scale_names)
        4    0.000    0.000    0.000    0.000 __init__.py:835(__init__)
        1    0.000    0.000    0.000    0.000 special.py:181(__new__)
        1    0.000    0.000    0.000    0.000 profiler_util.py:16(EventList)
       15    0.000    0.000    0.000    0.000 _jit_internal.py:747(_copy_to_script_wrapper)
        2    0.000    0.000    0.000    0.000 kind.py:266(register)
        1    0.000    0.000    0.000    0.000 rnn.py:1248(GRUCell)
        1    0.000    0.000    0.000    0.000 specificity.py:293(MultilabelSpecificity)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1787(wishart_gen)
        1    0.000    0.000    0.000    0.000 cauchy.py:12(Cauchy)
        1    0.000    0.000    0.000    0.000 contour.py:628(ContourSet)
        1    0.000    0.000    0.000    0.000 registry.py:19(_StrategyRegistry)
        1    0.000    0.000    0.000    0.000 adam.py:13(Adam)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3006(genextreme_gen)
        1    0.000    0.000    0.000    0.000 ideals.py:7(Ideal)
        1    0.000    0.000    0.000    0.000 transforms.py:2050(ElasticTransform)
        1    0.000    0.000    0.000    0.000 scope.py:121(Scope)
        1    0.000    0.000    0.000    0.000 _cubic.py:157(PchipInterpolator)
        1    0.000    0.000    0.000    0.000 spectral_norm.py:12(SpectralNorm)
        1    0.000    0.000    0.000    0.000 numbers.py:764(harmonic)
        1    0.000    0.000    0.000    0.000 lr_finder.py:349(_LRCallback)
        1    0.000    0.000    0.000    0.000 profiler_legacy.py:18(profile)
        1    0.000    0.000    0.000    0.000 matrices.py:370(MatrixEigen)
        1    0.000    0.000    0.000    0.000 fancysets.py:518(Range)
        1    0.000    0.000    0.000    0.000 ordinals.py:273(__new__)
        1    0.000    0.000    0.000    0.000 bounded_astar.py:42(BoundedAStarNode)
        1    0.000    0.000    0.000    0.000 factorials.py:35(factorial)
        1    0.000    0.000    0.000    0.000 regnet.py:108(ResBottleneckBlock)
        1    0.000    0.000    0.000    0.000 common.py:1923(MatrixOperations)
        1    0.000    0.000    0.000    0.000 models.py:641(Response)
        1    0.000    0.000    0.000    0.000 client_exceptions.py:311(ClientConnectorCertificateError)
       12    0.000    0.000    0.000    0.000 period.py:104(_field_accessor)
        1    0.000    0.000    0.000    0.000 expressiondomain.py:20(Expression)
        1    0.000    0.000    0.000    0.000 omniglot.py:10(Omniglot)
        1    0.000    0.000    0.000    0.000 python_api.py:520(ApproxDecimal)
        1    0.000    0.000    0.000    0.000 widerface.py:12(WIDERFace)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:386(_set_prec)
        1    0.000    0.000    0.000    0.000 inception.py:320(InceptionE)
        1    0.000    0.000    0.000    0.000 cookiejar.py:874(DefaultCookiePolicy)
        1    0.000    0.000    0.000    0.000 facts.py:380(FactRules)
        1    0.000    0.000    0.000    0.000 _testutils.py:101(_TestPythranFunc)
        1    0.000    0.000    0.000    0.000 multiprocessing.py:272(_WorkerOutput)
        1    0.000    0.000    0.000    0.000 canonicalize_de_bruijn.py:266(DeBruijnMaskHandler)
        1    0.000    0.000    0.000    0.000 capture.py:275(CaptureBase)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 ImageDraw.py:46(ImageDraw)
        1    0.000    0.000    0.000    0.000 platform.py:783(uname_result)
        1    0.000    0.000    0.000    0.000 rendered_sst2.py:11(RenderedSST2)
        1    0.000    0.000    0.000    0.000 single_device.py:29(SingleDeviceStrategy)
       47    0.000    0.000    0.000    0.000 _pyio.py:493(closed)
        1    0.000    0.000    0.000    0.000 filecmp.py:88(dircmp)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:1482(_set_default)
        1    0.000    0.000    0.000    0.000 _transforms.py:1044(TimeStretch)
        1    0.000    0.000    0.000    0.000 _common.py:127(_TZifHeader)
        1    0.000    0.000    0.000    0.000 embedding_ops.py:195(EmbeddingBag)
       20    0.000    0.000    0.000    0.000 deprecation.py:171(__set_name__)
        1    0.000    0.000    0.000    0.000 compressor.py:544(__init__)
        7    0.000    0.000    0.000    0.000 typing.py:2497(no_type_check)
        1    0.000    0.000    0.000    0.000 heuristicgcd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:236(SymInt)
        1    0.000    0.000    0.000    0.000 _infra.py:309(DiagnosticOptions)
        1    0.000    0.000    0.000    0.000 json.py:37(JsonConfig)
        1    0.000    0.000    0.000    0.000 ops.py:75(Term)
        1    0.000    0.000    0.000    0.000 expand.py:394(EnsurePackagesDiscovered)
        1    0.000    0.000    0.000    0.000 initialise.py:9(_wipe_internal_state_for_tests)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 _multivariate.py:3075(multinomial_gen)
        1    0.000    0.000    0.000    0.000 message.py:972(MIMEPart)
       24    0.000    0.000    0.000    0.000 dviread.py:188(_dispatch)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1667(dweibull_gen)
        1    0.000    0.000    0.000    0.000 flowers102.py:10(Flowers102)
        1    0.000    0.000    0.000    0.000 parser.py:72(Parser)
        1    0.000    0.000    0.000    0.000 arrow_reader.py:395(_RelativeInstruction)
        3    0.000    0.000    0.000    0.000 _parser.py:27(Variable)
        1    0.000    0.000    0.000    0.000 blocks.py:1698(EABackedBlock)
        1    0.000    0.000    0.000    0.000 resolvent_lookup.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sets.py:1441(Intersection)
        1    0.000    0.000    0.000    0.000 __init__.py:258(serialize)
        1    0.000    0.000    0.000    0.000 _collections.py:82(__init__)
        1    0.000    0.000    0.000    0.000 snr.py:144(ScaleInvariantSignalNoiseRatio)
        1    0.000    0.000    0.000    0.000 ElementTree.py:125(Element)
        1    0.000    0.000    0.000    0.000 _argument_parser.py:591(WhitespaceSeparatedListParser)
        1    0.000    0.000    0.000    0.000 artist.py:88(_finalize_rasterization)
        8    0.000    0.000    0.000    0.000 core.py:4983(stopOn)
        1    0.000    0.000    0.000    0.000 _dia.py:16(_dia_base)
        1    0.000    0.000    0.000    0.000 double.py:63(LightningDoublePrecisionModule)
        1    0.000    0.000    0.000    0.000 precision_recall_curve.py:7(PrecisionRecallDisplay)
        4    0.000    0.000    0.000    0.000 _argument_parser.py:100(parse)
        1    0.000    0.000    0.000    0.000 matrices.py:155(MatrixReductions)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 unix_events.py:458(_UnixReadPipeTransport)
        1    0.000    0.000    0.000    0.000 resample.py:1576(_GroupByMixin)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1276(__init__)
        1    0.000    0.000    0.000    0.000 features.py:529(Array2D)
        1    0.000    0.000    0.000    0.000 {built-in method pyarrow.lib.decimal128}
        1    0.000    0.000    0.000    0.000 tpu.py:46(register_strategies)
        1    0.000    0.000    0.000    0.000 payload_streamer.py:50(streamer)
        2    0.000    0.000    0.000    0.000 compressor.py:153(__init__)
        1    0.000    0.000    0.000    0.000 queues.py:30(Queue)
        1    0.000    0.000    0.000    0.000 s3d.py:92(S3D)
        1    0.000    0.000    0.000    0.000 dtypes.py:1486(BaseMaskedDtype)
        1    0.000    0.000    0.000    0.000 extensions.py:11(ExtensionElement)
        1    0.000    0.000    0.000    0.000 difflib.py:44(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 _qmc.py:637(QMCEngine)
        1    0.000    0.000    0.000    0.000 kumaraswamy.py:20(Kumaraswamy)
        1    0.000    0.000    0.000    0.000 data_files.py:52(<listcomp>)
        1    0.000    0.000    0.000    0.000 pooling.py:564(AvgPool2d)
       56    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 normal.py:12(Normal)
        1    0.000    0.000    0.000    0.000 data_files.py:70(<listcomp>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        2    0.000    0.000    0.000    0.000 context.py:283(SpawnProcess)
        1    0.000    0.000    0.000    0.000 __init__.py:531(Formatter)
        1    0.000    0.000    0.000    0.000 windows_support.py:4(windows_only)
        2    0.000    0.000    0.000    0.000 config.py:633(_get_root)
        1    0.000    0.000    0.000    0.000 patches.py:2177(_Style)
        1    0.000    0.000    0.000    0.000 _deprecated.py:167(_SacreBLEUScore)
       21    0.000    0.000    0.000    0.000 config.py:884(inner)
        1    0.000    0.000    0.000    0.000 synchronize.py:210(Condition)
        1    0.000    0.000    0.000    0.000 sbu.py:10(SBU)
        1    0.000    0.000    0.000    0.000 modules.py:204(Module)
        1    0.000    0.000    0.000    0.000 image_list.py:7(ImageList)
        1    0.000    0.000    0.000    0.000 internal.py:30(_InternalRPCPickler)
        1    0.000    0.000    0.000    0.000 axis3d.py:588(XAxis)
        1    0.000    0.000    0.000    0.000 _infra.py:266(RuleCollection)
        2    0.000    0.000    0.000    0.000 results.py:429(__getattr__)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
       10    0.000    0.000    0.000    0.000 core.py:5770(postParse)
        1    0.000    0.000    0.000    0.000 error_functions.py:656(erf2)
        1    0.000    0.000    0.000    0.000 _flag.py:362(EnumFlag)
        1    0.000    0.000    0.000    0.000 code.py:131(Frame)
        1    0.000    0.000    0.000    0.000 transforms.py:1766(AffineBase)
        1    0.000    0.000    0.000    0.000 error_functions.py:1073(Ei)
        1    0.000    0.000    0.000    0.000 modules.py:840(Submodule)
        1    0.000    0.000    0.000    0.000 colors.py:60(_ColorMapping)
        1    0.000    0.000    0.000    0.000 debugging.py:306(PdbTrace)
        1    0.000    0.000    0.000    0.000 transaction.py:62(DaskTransaction)
        1    0.000    0.000    0.000    0.000 conv.py:672(ConvTranspose1d)
        1    0.000    0.000    0.000    0.000 linear.py:11(Linear)
        1    0.000    0.000    0.000    0.000 _iotools.py:229(NameValidator)
        1    0.000    0.000    0.000    0.000 pytorch.py:46(RegisterRecordFunction)
        1    0.000    0.000    0.000    0.000 features.py:604(Array5D)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2216(f_gen)
        1    0.000    0.000    0.000    0.000 axis3d.py:596(YAxis)
        1    0.000    0.000    0.000    0.000 reusable_executor.py:104(_ReusablePoolExecutor)
        5    0.000    0.000    0.000    0.000 pretty_symbology.py:177(<lambda>)
        1    0.000    0.000    0.000    0.000 quasirandom.py:5(SobolEngine)
        1    0.000    0.000    0.000    0.000 __init__.py:165(_VerbosityFlag)
       30    0.000    0.000    0.000    0.000 version.py:424(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:145(__neg__)
        1    0.000    0.000    0.000    0.000 progress.py:215(_SchedulerProgress)
        1    0.000    0.000    0.000    0.000 special.py:75(__new__)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:41(<setcomp>)
        4    0.000    0.000    0.000    0.000 numerictypes.py:283(issubclass_)
        1    0.000    0.000    0.000    0.000 _binary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 conformer.py:215(Conformer)
        1    0.000    0.000    0.000    0.000 helpers.py:689(TimerContext)
        1    0.000    0.000    0.000    0.000 data_files.py:65(<listcomp>)
        1    0.000    0.000    0.000    0.000 info.py:359(BaseInfo)
        4    0.000    0.000    0.000    0.000 core.py:3457(parseImpl)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:241(PoolManagerMixin)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4610(geninvgauss_gen)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:698(PngImageFile)
        1    0.000    0.000    0.000    0.000 pycode.py:619(<listcomp>)
        1    0.000    0.000    0.000    0.000 hpu.py:79(_patch_classes)
        1    0.000    0.000    0.000    0.000 batchnorm.py:552(SyncBatchNorm)
       16    0.000    0.000    0.000    0.000 _pep440.py:301(<genexpr>)
        1    0.000    0.000    0.000    0.000 features.py:554(Array3D)
        1    0.000    0.000    0.000    0.000 transforms.py:2538(BboxTransform)
        1    0.000    0.000    0.000    0.000 code.py:1133(ReprEntry)
        1    0.000    0.000    0.000    0.000 embedding_ops.py:8(Embedding)
        1    0.000    0.000    0.000    0.000 python.py:661(Package)
        1    0.000    0.000    0.000    0.000 efficientnet.py:87(FusedMBConvConfig)
        1    0.000    0.000    0.000    0.000 efficientnet.py:171(FusedMBConv)
        1    0.000    0.000    0.000    0.000 core.py:4085(Or)
        1    0.000    0.000    0.000    0.000 _transforms.py:742(LFCC)
        1    0.000    0.000    0.000    0.000 deepspeed.py:33(DeepSpeedPrecision)
        1    0.000    0.000    0.000    0.000 voxceleb1.py:92(VoxCeleb1)
        1    0.000    0.000    0.000    0.000 polar.py:497(_ThetaShift)
        1    0.000    0.000    0.000    0.000 distributed.py:194(_DDPJoinHook)
        4    0.000    0.000    0.000    0.000 registration.py:316(custom_onnx_symbolic)
        1    0.000    0.000    0.000    0.000 matthews_corrcoef.py:370(MatthewsCorrCoef)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:31(LayoutGrid)
        1    0.000    0.000    0.000    0.000 _multivariate.py:6193(vonmises_fisher_gen)
        1    0.000    0.000    0.000    0.000 ordered_set.py:42(OrderedSet)
        1    0.000    0.000    0.000    0.000 calibration_error.py:342(CalibrationError)
        1    0.000    0.000    0.000    0.000 _transforms.py:348(MelScale)
        1    0.000    0.000    0.000    0.000 efficientnet.py:104(MBConv)
        4    0.000    0.000    0.000    0.000 outcomes.py:104(decorate)
       10    0.000    0.000    0.000    0.000 __init__.py:322(_wrap_deprecated_method)
       18    0.000    0.000    0.000    0.000 __init__.py:190(change_key)
        1    0.000    0.000    0.000    0.000 lr_finder.py:480(_ExponentialLR)
       34    0.000    0.000    0.000    0.000 core.py:1915(recurse)
        1    0.000    0.000    0.000    0.000 adapters.py:100(HTTPAdapter)
        1    0.000    0.000    0.000    0.000 fixtures.py:739(SubRequest)
        1    0.000    0.000    0.000    0.000 subprocess.py:1954(_handle_exitstatus)
        1    0.000    0.000    0.000    0.000 abc.py:131(TraversableResources)
        1    0.000    0.000    0.000    0.000 interval_arithmetic.py:41(interval)
        1    0.000    0.000    0.000    0.000 __init__.py:58(check_compatibility)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:269(NumpyPickler)
        1    0.000    0.000    0.000    0.000 features.py:579(Array4D)
        1    0.000    0.000    0.000    0.000 entity.py:71(GeometryEntity)
        1    0.000    0.000    0.000    0.000 rnn.py:261(LSTM)
        1    0.000    0.000    0.000    0.000 semeion.py:11(SEMEION)
        1    0.000    0.000    0.000    0.000 _imp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:1145(_RequestContextManager)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:49(NumpyArrayWrapper)
        1    0.000    0.000    0.000    0.000 _odfreader.py:30(ODFReader)
        1    0.000    0.000    0.000    0.000 components.py:1162(GradMultiply)
        1    0.000    0.000    0.000    0.000 s3d.py:22(TemporalSeparableConv)
        1    0.000    0.000    0.000    0.000 cacheprovider.py:215(LFPluginCollWrapper)
        1    0.000    0.000    0.000    0.000 containers.py:21(Tuple)
        1    0.000    0.000    0.000    0.000 _json.py:221(Writer)
        1    0.000    0.000    0.000    0.000 _presets.py:146(SemanticSegmentation)
       21    0.000    0.000    0.000    0.000 _script.py:940(_make_fail)
        1    0.000    0.000    0.000    0.000 printer.py:235(Printer)
        1    0.000    0.000    0.000    0.000 _hdemucs.py:35(_ScaledEmbedding)
        1    0.000    0.000    0.000    0.000 simple_differentiable_dsl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bessel.py:438(besseli)
        1    0.000    0.000    0.000    0.000 utils.py:2498(_get_glibc_version)
        1    0.000    0.000    0.000    0.000 dtd.py:11(DTD)
        1    0.000    0.000    0.000    0.000 common.py:100(IOHandles)
        1    0.000    0.000    0.000    0.000 __init__.py:1812(ZipProvider)
        6    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 expr.py:752(PandasExprVisitor)
        1    0.000    0.000    0.000    0.000 integers.py:22(RoundFunction)
        1    0.000    0.000    0.000    0.000 swin_transformer.py:230(ShiftedWindowAttention3d)
        1    0.000    0.000    0.000    0.000 version.py:288(LooseVersion)
        1    0.000    0.000    0.000    0.000 _pyio.py:795(_BufferedIOMixin)
        1    0.000    0.000    0.000    0.000 fid.py:49(NoTrainInceptionV3)
        1    0.000    0.000    0.000    0.000 snr.py:243(ComplexScaleInvariantSignalNoiseRatio)
        1    0.000    0.000    0.000    0.000 signature_utils.py:1(<module>)
       12    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 _fitpack2.py:71(UnivariateSpline)
        9    0.000    0.000    0.000    0.000 decorator.py:242(deprecated)
        1    0.000    0.000    0.000    0.000 boolalg.py:572(And)
        1    0.000    0.000    0.000    0.000 grouper.py:487(Grouping)
       11    0.000    0.000    0.000    0.000 doccer.py:72(inherit_docstring_from)
        9    0.000    0.000    0.000    0.000 typing.py:1569(__repr__)
        1    0.000    0.000    0.000    0.000 integer.py:14(IntegerDtype)
        1    0.000    0.000    0.000    0.000 core.py:4710(AtStringStart)
        1    0.000    0.000    0.000    0.000 matexpr.py:590(MatrixElement)
        1    0.000    0.000    0.000    0.000 scope.py:87(<dictcomp>)
        1    0.000    0.000    0.000    0.000 subspaces.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _presets.py:85(VideoClassification)
       19    0.000    0.000    0.000    0.000 <frozen _collections_abc>:409(__subclasshook__)
        1    0.000    0.000    0.000    0.000 streams.py:301(StreamWriter)
        1    0.000    0.000    0.000    0.000 _transforms.py:1428(Vad)
        1    0.000    0.000    0.000    0.000 _csr.py:18(_csr_base)
        1    0.000    0.000    0.000    0.000 roi_align.py:68(RoIAlign)
        1    0.000    0.000    0.000    0.000 roc_curve.py:5(RocCurveDisplay)
        1    0.000    0.000    0.000    0.000 dist.py:1029(DistributionMetadata)
        1    0.000    0.000    0.000    0.000 swin_transformer.py:62(PatchMerging)
       25    0.000    0.000    0.000    0.000 symbolic_helper.py:664(_block_list_in_opset)
        1    0.000    0.000    0.000    0.000 complexes.py:142(im)
       11    0.000    0.000    0.000    0.000 accessor.py:136(delegate_names)
        3    0.000    0.000    0.000    0.000 __init__.py:42(__init__)
        1    0.000    0.000    0.000    0.000 gtsrb.py:12(GTSRB)
        1    0.000    0.000    0.000    0.000 bezier.py:181(BezierSegment)
        1    0.000    0.000    0.000    0.000 rprop.py:11(Rprop)
        8    0.000    0.000    0.000    0.000 _util.py:663(_rename_parameter)
        1    0.000    0.000    0.000    0.000 transforms.py:2640(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 food101.py:11(Food101)
        1    0.000    0.000    0.000    0.000 executor.py:23(MemmappingExecutor)
        1    0.000    0.000    0.000    0.000 inception.py:215(InceptionB)
        1    0.000    0.000    0.000    0.000 pool.py:100(CustomizablePicklingQueue)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3543(_Backend)
        1    0.000    0.000    0.000    0.000 arrow_reader.py:484(ReadInstruction)
        1    0.000    0.000    0.000    0.000 exponential.py:35(ExpBase)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:151(ivmpc)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.000    0.000 contains.py:8(Contains)
        1    0.000    0.000    0.000    0.000 sgd.py:10(SGD)
        6    0.000    0.000    0.000    0.000 enum.py:1450(<listcomp>)
        1    0.000    0.000    0.000    0.000 data_files.py:42(<listcomp>)
        1    0.000    0.000    0.000    0.000 poisson.py:10(Poisson)
        1    0.000    0.000    0.000    0.000 internal.py:41(__init__)
       17    0.000    0.000    0.000    0.000 ctx_fp.py:28(<lambda>)
       22    0.000    0.000    0.000    0.000 core.py:3514(<genexpr>)
        2    0.000    0.000    0.000    0.000 functools.py:320(Throttler)
        1    0.000    0.000    0.000    0.000 _globals.py:17(_InternalGlobals)
        1    0.000    0.000    0.000    0.000 numpy.py:32(<dictcomp>)
        1    0.000    0.000    0.000    0.000 core.py:2743(Word)
        1    0.000    0.000    0.000    0.000 bessel.py:36(BesselBase)
        8    0.000    0.000    0.000    0.000 unicode.py:9(__init__)
        1    0.000    0.000    0.000    0.000 lfs.py:408(SliceFileObj)
        1    0.000    0.000    0.000    0.000 _pyio.py:1491(FileIO)
        1    0.000    0.000    0.000    0.000 colors.py:2205(LightSource)
        2    0.000    0.000    0.000    0.000 _strptime.py:128(<listcomp>)
        1    0.000    0.000    0.000    0.000 _tight_bbox.py:1(<module>)
       31    0.000    0.000    0.000    0.000 fromnumeric.py:3172(_ndim_dispatcher)
        1    0.000    0.000    0.000    0.000 quantile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dataset.py:280(Subset)
        1    0.000    0.000    0.000    0.000 ticker.py:200(Formatter)
        5    0.000    0.000    0.000    0.000 pretty_symbology.py:173(<lambda>)
        1    0.000    0.000    0.000    0.000 torch_formatter.py:32(TorchFormatter)
        8    0.000    0.000    0.000    0.000 scope.py:45(add_exception)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:232(LinearTriInterpolator)
        1    0.000    0.000    0.000    0.000 proj3d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:597(DrawingArea)
        1    0.000    0.000    0.000    0.000 functional_modules.py:129(QFunctional)
        1    0.000    0.000    0.000    0.000 point.py:860(Point2D)
        1    0.000    0.000    0.000    0.000 basic_arith.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
        1    0.000    0.000    0.000    0.000 glob_group.py:7(GlobGroup)
        1    0.000    0.000    0.000    0.000 ops.py:208(Op)
        1    0.000    0.000    0.000    0.000 _mannwhitneyu.py:19(_MWU)
        1    0.000    0.000    0.000    0.000 stanford_cars.py:10(StanfordCars)
       22    0.000    0.000    0.000    0.000 _codata.py:1568(_check_obsolete)
        1    0.000    0.000    0.000    0.000 homomorphisms.py:18(ModuleHomomorphism)
       31    0.000    0.000    0.000    0.000 multiarray.py:669(result_type)
        1    0.000    0.000    0.000    0.000 formal.py:1498(FiniteFormalPowerSeries)
        1    0.000    0.000    0.000    0.000 rnnt.py:392(_Joiner)
        1    0.000    0.000    0.000    0.000 masked_accumulations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:299(VersionConflict)
        1    0.000    0.000    0.000    0.000 polyoptions.py:16(Option)
        1    0.000    0.000    0.000    0.000 proxy.py:455(Attribute)
        1    0.000    0.000    0.000    0.000 adamax.py:12(Adamax)
        1    0.000    0.000    0.000    0.000 _hdemucs.py:724(_BLSTM)
        1    0.000    0.000    0.000    0.000 xla.py:354(register_strategies)
        5    0.000    0.000    0.000    0.000 validators.py:350(is_callable)
        1    0.000    0.000    0.000    0.000 defining_statement_handler.py:4(DefiningStatementHandler)
        1    0.000    0.000    0.000    0.000 emformer.py:806(Emformer)
        1    0.000    0.000    0.000    0.000 _stereo_matching.py:287(Kitti2015Stereo)
        1    0.000    0.000    0.000    0.000 __init__.py:433(base_version)
        1    0.000    0.000    0.000    0.000 blockmatrix.py:564(BlockDiagMatrix)
        6    0.000    0.000    0.000    0.000 symbolic_opset8.py:70(_apply)
       13    0.000    0.000    0.000    0.000 typing.py:3069(<lambda>)
        1    0.000    0.000    0.000    0.000 exponential.py:10(Exponential)
        1    0.000    0.000    0.000    0.000 fields.py:286(FracElement)
        1    0.000    0.000    0.000    0.000 __init__.py:979(ComplexFloatStorage)
        1    0.000    0.000    0.000    0.000 sessions.py:357(Session)
        1    0.000    0.000    0.000    0.000 models.py:293(CliDetectionResult)
        1    0.000    0.000    0.000    0.000 locks.py:446(Barrier)
        1    0.000    0.000    0.000    0.000 mvit.py:27(MSBlockConfig)
        1    0.000    0.000    0.000    0.000 Image.py:3595(Exif)
        1    0.000    0.000    0.000    0.000 taskgroups.py:12(TaskGroup)
        1    0.000    0.000    0.000    0.000 core.py:3474(White)
        1    0.000    0.000    0.000    0.000 half_cauchy.py:12(HalfCauchy)
        1    0.000    0.000    0.000    0.000 core.py:5110(DelimitedList)
        2    0.000    0.000    0.000    0.000 subprocess.py:1085(_translate_newlines)
        1    0.000    0.000    0.000    0.000 components.py:976(MaskGenerator)
        1    0.000    0.000    0.000    0.000 __init__.py:1029(BFloat16Storage)
        1    0.000    0.000    0.000    0.000 ideals.py:282(ModuleImplementedIdeal)
        1    0.000    0.000    0.000    0.000 gbq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:2581(BboxTransformTo)
        1    0.000    0.000    0.000    0.000 fer2013.py:12(FER2013)
        8    0.000    0.000    0.000    0.000 reduction.py:27(register)
        1    0.000    0.000    0.000    0.000 exceptions.py:11(SymPyDeprecationWarning)
        1    0.000    0.000    0.000    0.000 unix_events.py:57(_UnixSelectorEventLoop)
        7    0.000    0.000    0.000    0.000 _nonlin.py:1532(<listcomp>)
        1    0.000    0.000    0.000    0.000 orderings.py:10(MonomialOrder)
        1    0.000    0.000    0.000    0.000 tpu.py:111(_patch_classes)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2816(genpareto_gen)
        1    0.000    0.000    0.000    0.000 voc.py:63(_VOCBase)
        1    0.000    0.000    0.000    0.000 polyquinticconst.py:22(PolyQuintic)
        1    0.000    0.000    0.000    0.000 url.py:80(Url)
        1    0.000    0.000    0.000    0.000 _transforms.py:1194(_AxisMasking)
        1    0.000    0.000    0.000    0.000 _stereo_matching.py:632(CREStereo)
        1    0.000    0.000    0.000    0.000 error_functions.py:1799(Si)
        1    0.000    0.000    0.000    0.000 googlenet.py:231(InceptionAux)
       12    0.000    0.000    0.000    0.000 doccer.py:129(extend_notes_in_docstring)
        1    0.000    0.000    0.000    0.000 process.py:161(_SafeQueue)
        4    0.000    0.000    0.000    0.000 libmpf.py:1313(from_str)
       16    0.000    0.000    0.000    0.000 __init__.py:16(search_path)
        1    0.000    0.000    0.000    0.000 _multivariate.py:242(multi_rv_frozen)
        1    0.000    0.000    0.000    0.000 _deprecated.py:18(_BLEUScore)
        1    0.000    0.000    0.000    0.000 _stereo_matching.py:1127(ETH3DStereo)
        1    0.000    0.000    0.000    0.000 backend_registry.py:43(backend_registered)
        3    0.000    0.000    0.000    0.000 _argument_parser.py:294(parse)
       21    0.000    0.000    0.000    0.000 _jit_internal.py:1102(is_scripting)
        1    0.000    0.000    0.000    0.000 load.py:557(LocalDatasetModuleFactoryWithScript)
        1    0.000    0.000    0.000    0.000 base.py:296(SingleDataManager)
        1    0.000    0.000    0.000    0.000 rnnt_pipeline.py:66(_TokenProcessor)
        1    0.000    0.000    0.000    0.000 community.py:177(DiscussionComment)
        1    0.000    0.000    0.000    0.000 console.py:1(<module>)
        1    0.000    0.000    0.000    0.000 feature_pyramid_network.py:223(LastLevelP6P7)
        1    0.000    0.000    0.000    0.000 generate.py:38(Sieve)
        1    0.000    0.000    0.000    0.000 python.py:793(Class)
